Employee_ID,Company,Department,Job_Level,Job_Role,Location,Gender,Age,Education,Employment_Type,Work_Mode,Years_at_Company,Years_in_Current_Role,Total_Work_Experience,Monthly_Salary_INR,Annual_Salary_INR,Annual_Bonus_INR,Job_Satisfaction,Work_Life_Balance,Performance_Rating,Overtime_Hours_Month,Training_Hours_Year,Projects_Count,Promotions_Last_5_Years,Manager_Rating,Distance_From_Home_KM,Salary_Growth_Potential,Attrition_Probability,Attrition
MNC10132,Cognizant,IT Support,L1,Cloud Engineer,Gurugram,Male,45,Bachelor's,Full-Time,Remote,10,2,14,85501,1026012,536512,2,2,3,25,94,1,1,2,34.2,Medium,0.0602,No
MNC10133,TCS,Testing/QA,L2,IT Support Engineer,Pune,Male,47,Bachelor's,Full-Time,Hybrid,2,8,4,214381,2572572,449274,5,1,5,12,36,8,3,4,13.6,High,0.0159,No
MNC10134,Cognizant,Product Management,L1,IT Support Engineer,Gurugram,Male,43,Master's,Contract,Hybrid,4,0,22,57043,684516,227444,2,3,3,58,96,3,3,5,21.1,High,0.0831,No
MNC10135,Capgemini,Cloud & DevOps,L1,Data Scientist,Kochi,Female,50,Master's,Full-Time,Hybrid,4,2,18,63635,763620,340716,1,5,4,27,26,6,1,4,47.3,Medium,0.1995,Yes
MNC10136,Cognizant,Cybersecurity,L2,IT Support Engineer,Gurugram,Male,43,Bachelor's,Contract,Hybrid,13,0,19,240387,2884644,466690,4,2,4,32,44,3,0,5,12.3,Low,0.0474,No
MNC10137,TCS,Data & AI,L1,Software Developer,Noida,Female,40,Master's,Full-Time,Hybrid,4,1,24,110691,1328292,266285,3,1,3,36,3,2,1,4,38.7,Medium,0.4699,Yes
MNC10138,TCS,Cloud & DevOps,L4,QA Engineer,Chennai,Male,38,Bachelor's,Full-Time,Hybrid,7,7,13,325276,3903312,468298,4,3,4,40,85,5,1,2,39.6,Medium,0.0725,No
MNC10139,Capgemini,Testing/QA,L1,IT Support Engineer,Gurugram,Male,38,Master's,Full-Time,Onsite,15,6,16,307510,3690120,136149,2,3,4,29,89,1,2,4,57.3,High,0.0916,No
MNC10140,TCS,IT Support,L3,Cloud Engineer,Bengaluru,Male,22,Master's,Full-Time,Hybrid,8,1,17,123944,1487328,570303,3,5,3,56,95,9,0,1,46.7,Low,0.1544,No
MNC10141,Tech Mahindra,Software Engineering,L2,IT Support Engineer,Chennai,Female,24,Bachelor's,Full-Time,Hybrid,12,1,20,233179,2798148,171929,5,3,5,48,87,7,2,4,48.4,High,0.0595,No
MNC10142,TCS,Testing/QA,L5,Software Developer,Pune,Male,50,Master's,Full-Time,Onsite,8,8,2,69236,830832,190912,4,2,4,47,98,3,0,5,32.4,Low,0.0541,No
MNC10143,Accenture,IT Support,L1,Project Manager,Pune,Male,53,Master's,Full-Time,Onsite,12,5,1,296294,3555528,5577,3,3,4,7,36,4,0,3,12.0,Low,0.0242,No
MNC10144,Tech Mahindra,Cybersecurity,L2,Project Manager,Gurugram,Female,38,Bachelor's,Full-Time,Onsite,5,4,0,311567,3738804,50711,3,4,4,48,95,6,0,4,26.1,Low,0.043,No
MNC10145,Tech Mahindra,Testing/QA,L5,Cybersecurity Analyst,Chennai,Male,39,Bachelor's,Full-Time,Hybrid,5,5,9,34137,409644,563739,3,2,4,46,70,3,2,4,33.4,High,0.1311,No
MNC10146,Capgemini,Product Management,L4,Technical Lead,Noida,Male,48,Bachelor's,Full-Time,Hybrid,8,8,18,59992,719904,493027,1,1,3,55,32,7,2,4,41.0,High,0.6942,No
MNC10147,Wipro,Software Engineering,L4,DevOps Engineer,Noida,Male,40,Master's,Contract,Remote,3,6,16,145140,1741680,421863,4,1,5,0,30,6,2,5,36.9,High,0.032,No
MNC10148,Wipro,IT Support,L2,QA Engineer,Mumbai,Female,53,Master's,Full-Time,Hybrid,5,8,11,205993,2471916,559119,3,5,5,11,54,9,3,4,24.2,High,0.0085,No
MNC10149,TCS,IT Support,L1,Business Analyst,Pune,Female,32,Master's,Full-Time,Onsite,3,3,0,151225,1814700,249402,4,5,1,4,11,5,2,5,16.7,High,0.009,No
MNC10150,Tech Mahindra,IT Support,L3,Cybersecurity Analyst,Hyderabad,Male,35,Master's,Full-Time,Hybrid,10,1,11,326379,3916548,244942,3,4,4,23,10,4,3,5,10.9,High,0.0316,No
MNC10151,Wipro,Cybersecurity,L4,Technical Lead,Mumbai,Male,22,Master's,Full-Time,Remote,15,7,16,240047,2880564,95119,5,1,4,5,87,3,3,3,41.9,High,0.0098,No
MNC10152,Wipro,Testing/QA,L3,Project Manager,Noida,Other,49,Master's,Full-Time,Hybrid,0,3,23,49122,589464,342776,5,1,1,24,71,10,3,1,39.1,High,0.048,No
MNC10153,TCS,Cybersecurity,L3,Cloud Engineer,Chennai,Female,30,Master's,Full-Time,Onsite,6,8,2,316100,3793200,585842,5,1,5,0,31,1,1,5,41.6,Medium,0.0261,No
MNC10154,Wipro,Data & AI,L2,Business Analyst,Kochi,Male,22,Bachelor's,Full-Time,Remote,13,3,10,93879,1126548,50755,2,1,2,24,56,3,1,2,23.0,Medium,0.1125,No
MNC10155,Cognizant,Data & AI,L3,Technical Lead,Noida,Female,31,Bachelor's,Full-Time,Hybrid,9,7,16,88560,1062720,153412,3,3,2,0,37,3,1,4,16.5,Medium,0.0125,No
MNC10156,Infosys,Testing/QA,L1,Technical Lead,Chennai,Male,33,Master's,Full-Time,Onsite,10,8,22,229757,2757084,588172,2,2,5,31,59,7,3,2,45.8,High,0.2147,No
MNC10157,Capgemini,Product Management,L2,Cybersecurity Analyst,Mumbai,Female,30,Bachelor's,Full-Time,Onsite,11,8,2,267268,3207216,541770,4,2,4,41,85,7,3,4,46.6,High,0.0725,No
MNC10158,Infosys,Cybersecurity,L2,Business Analyst,Pune,Female,34,Master's,Full-Time,Hybrid,5,3,7,293312,3519744,54225,2,4,2,41,97,1,0,3,27.9,Low,0.05,Yes
MNC10159,TCS,Software Engineering,L2,Data Scientist,Noida,Male,38,Bachelor's,Full-Time,Onsite,8,0,19,337268,4047216,189921,4,3,3,2,18,3,3,5,37.1,High,0.0196,No
MNC10160,Accenture,IT Support,L2,DevOps Engineer,Gurugram,Female,29,Bachelor's,Full-Time,Hybrid,6,2,3,196969,2363628,599142,4,1,3,48,83,8,1,1,23.0,Medium,0.1256,Yes
MNC10161,Capgemini,IT Support,L1,Data Scientist,Chennai,Female,48,Master's,Full-Time,Hybrid,12,8,20,176104,2113248,565544,4,1,1,18,55,9,3,5,42.4,High,0.0488,No
MNC10162,TCS,Testing/QA,L3,Business Analyst,Pune,Female,23,Bachelor's,Full-Time,Remote,6,3,21,344941,4139292,240617,2,5,5,59,13,7,3,4,50.3,High,0.5226,Yes
MNC10163,Tech Mahindra,Product Management,L2,Data Scientist,Kochi,Male,40,Bachelor's,Full-Time,Hybrid,1,4,6,327438,3929256,108721,3,5,5,42,32,7,0,1,41.6,Low,0.2546,No
MNC10164,Accenture,Data & AI,L3,Software Developer,Kochi,Male,26,Bachelor's,Full-Time,Onsite,11,6,13,295660,3547920,113606,2,4,2,28,9,8,3,5,31.2,High,0.121,No
MNC10165,Infosys,Data & AI,L1,Project Manager,Hyderabad,Male,47,Master's,Full-Time,Onsite,10,4,13,180823,2169876,538938,3,1,4,49,79,6,2,1,28.1,High,0.2216,No
MNC10166,TCS,IT Support,L2,Software Developer,Chennai,Female,22,Bachelor's,Full-Time,Hybrid,14,3,3,60373,724476,177190,3,4,5,1,63,3,0,4,38.9,Low,0.0117,No
MNC10167,Tech Mahindra,Testing/QA,L3,IT Support Engineer,Mumbai,Male,49,Master's,Full-Time,Hybrid,8,1,15,152026,1824312,28930,4,3,2,8,63,1,3,3,41.1,High,0.0147,No
MNC10168,Capgemini,Cybersecurity,L1,Data Scientist,Hyderabad,Male,23,Bachelor's,Full-Time,Hybrid,9,1,23,60270,723240,260102,2,2,2,55,61,7,3,3,34.0,High,0.3318,Yes
MNC10169,Capgemini,Data & AI,L2,IT Support Engineer,Hyderabad,Female,36,PhD,Full-Time,Hybrid,8,3,21,262931,3155172,362544,3,1,5,16,67,1,0,5,37.9,Low,0.0462,No
MNC10170,HCLTech,Cybersecurity,L1,Cloud Engineer,Bengaluru,Male,50,Master's,Full-Time,Hybrid,5,8,0,225889,2710668,273945,5,3,2,59,90,1,3,2,6.7,High,0.0373,No
MNC10171,Tech Mahindra,Product Management,L1,QA Engineer,Noida,Female,22,Bachelor's,Full-Time,Onsite,12,7,16,95184,1142208,575648,3,1,1,45,91,9,1,4,57.2,Medium,0.2501,No
MNC10172,Cognizant,Data & AI,L5,Cloud Engineer,Chennai,Male,37,Bachelor's,Full-Time,Hybrid,2,2,24,240765,2889180,147631,5,5,1,35,42,10,2,5,47.7,High,0.0409,No
MNC10173,Wipro,Data & AI,L2,Business Analyst,Hyderabad,Female,32,Bachelor's,Full-Time,Onsite,0,8,9,67879,814548,294478,2,4,5,60,79,7,2,5,23.1,High,0.1056,Yes
MNC10174,Accenture,Cloud & DevOps,L4,Technical Lead,Bengaluru,Male,55,Master's,Full-Time,Hybrid,3,4,21,341741,4100892,236545,2,5,4,16,58,4,1,3,34.2,Medium,0.0281,No
MNC10175,Tech Mahindra,Data & AI,L2,Project Manager,Mumbai,Male,21,Bachelor's,Full-Time,Hybrid,13,2,15,33626,403512,13288,2,2,1,48,51,6,3,1,3.8,High,0.1608,No
MNC10176,HCLTech,Software Engineering,L3,Data Scientist,Pune,Male,35,Bachelor's,Full-Time,Remote,13,4,15,115936,1391232,207302,3,5,1,11,96,1,3,4,3.4,High,0.0013,No
MNC10177,Wipro,Testing/QA,L3,Cybersecurity Analyst,Gurugram,Male,46,Bachelor's,Full-Time,Hybrid,2,3,7,264873,3178476,280195,1,1,5,59,18,7,2,1,15.8,High,0.7247,No
MNC10178,Wipro,Testing/QA,L3,QA Engineer,Gurugram,Female,41,Bachelor's,Full-Time,Hybrid,13,7,6,111515,1338180,61715,3,5,3,19,20,6,3,4,41.7,High,0.0544,No
MNC10179,TCS,Cybersecurity,L2,DevOps Engineer,Chennai,Female,51,Bachelor's,Full-Time,Hybrid,11,4,5,238137,2857644,10737,3,1,2,49,21,4,2,2,51.3,High,0.6694,Yes
MNC10180,Wipro,Product Management,L2,DevOps Engineer,Hyderabad,Female,45,Master's,Full-Time,Hybrid,0,7,15,85390,1024680,589428,4,2,1,2,8,7,2,3,34.0,High,0.0517,No
MNC10181,Cognizant,Data & AI,L2,DevOps Engineer,Gurugram,Male,43,PhD,Full-Time,Hybrid,2,8,19,253032,3036384,182047,4,5,3,42,8,3,1,2,32.4,Medium,0.2033,Yes
MNC10182,Capgemini,Software Engineering,L4,Data Scientist,Noida,Male,44,Bachelor's,Full-Time,Remote,15,3,15,84144,1009728,267291,3,4,4,56,72,1,2,5,24.7,High,0.0721,Yes
MNC10183,HCLTech,Cybersecurity,L4,DevOps Engineer,Gurugram,Male,48,Bachelor's,Full-Time,Hybrid,13,6,6,174454,2093448,574796,5,4,3,49,26,4,3,3,10.5,High,0.0649,Yes
MNC10184,Wipro,Cloud & DevOps,L5,Software Developer,Gurugram,Female,41,Bachelor's,Full-Time,Hybrid,13,1,8,34025,408300,314368,4,4,5,3,16,3,3,5,8.0,High,0.0059,No
MNC10185,TCS,Cybersecurity,L1,QA Engineer,Gurugram,Female,38,Master's,Full-Time,Hybrid,3,5,13,284043,3408516,281787,3,5,4,16,43,1,0,2,45.9,Low,0.0686,Yes
MNC10186,Cognizant,Cybersecurity,L3,Software Developer,Kochi,Male,55,Master's,Full-Time,Hybrid,12,7,10,148910,1786920,301111,1,5,4,49,44,2,3,4,55.7,High,0.3508,No
MNC10187,Infosys,Data & AI,L4,Technical Lead,Bengaluru,Male,29,Master's,Full-Time,Hybrid,12,6,13,126055,1512660,103535,5,5,3,36,7,5,0,5,28.0,Low,0.0695,No
MNC10188,Capgemini,Cloud & DevOps,L1,QA Engineer,Hyderabad,Female,50,PhD,Full-Time,Onsite,14,6,6,235782,2829384,296952,2,1,5,45,79,8,2,1,39.9,High,0.3467,Yes
MNC10189,Capgemini,Cybersecurity,L1,Software Developer,Noida,Female,54,Bachelor's,Full-Time,Hybrid,13,7,0,313539,3762468,512438,3,2,1,41,17,1,3,4,55.0,High,0.4788,No
MNC10190,HCLTech,Software Engineering,L3,QA Engineer,Hyderabad,Female,52,Master's,Full-Time,Hybrid,7,6,24,302869,3634428,583247,3,4,3,14,32,4,1,4,6.3,Medium,0.0158,No
MNC10191,Capgemini,Software Engineering,L3,Technical Lead,Kochi,Female,23,Master's,Full-Time,Hybrid,8,4,12,63461,761532,395065,5,1,1,32,0,4,1,2,46.5,Medium,0.3888,Yes
MNC10192,Wipro,Testing/QA,L4,IT Support Engineer,Chennai,Male,23,Bachelor's,Full-Time,Hybrid,2,6,19,288072,3456864,330322,4,4,3,15,75,5,1,2,37.4,Medium,0.0171,No
MNC10193,TCS,Cloud & DevOps,L1,Data Scientist,Chennai,Male,48,Master's,Full-Time,Remote,5,2,2,71115,853380,191812,4,1,1,10,5,7,2,3,36.3,High,0.1219,No
MNC10194,Capgemini,Cloud & DevOps,L4,Data Scientist,Chennai,Female,35,Bachelor's,Contract,Onsite,9,4,19,140084,1681008,112255,4,5,3,54,40,8,2,3,18.3,High,0.0945,No
MNC10195,Capgemini,Testing/QA,L2,DevOps Engineer,Mumbai,Female,43,Master's,Full-Time,Hybrid,10,6,3,189762,2277144,508522,2,4,4,19,54,6,0,1,41.3,Low,0.1025,No
MNC10196,Infosys,Cybersecurity,L1,Cloud Engineer,Gurugram,Male,31,Bachelor's,Full-Time,Hybrid,14,8,10,293551,3522612,1132,5,5,2,37,4,1,1,4,47.9,Medium,0.1696,No
MNC10197,Infosys,Cloud & DevOps,L1,DevOps Engineer,Mumbai,Female,52,Bachelor's,Full-Time,Remote,4,1,1,103568,1242816,259427,5,4,4,23,58,7,0,1,7.7,Low,0.0143,No
MNC10198,Accenture,Software Engineering,L4,Business Analyst,Bengaluru,Female,53,Master's,Full-Time,Remote,15,3,13,88560,1062720,431779,4,3,1,60,79,3,0,1,32.5,Low,0.2096,No
MNC10199,Cognizant,Software Engineering,L3,Software Developer,Chennai,Female,44,Bachelor's,Full-Time,Hybrid,5,6,11,178866,2146392,485443,4,1,5,53,17,6,3,2,7.0,High,0.286,Yes
MNC10200,Wipro,Data & AI,L3,QA Engineer,Kochi,Female,54,Bachelor's,Full-Time,Hybrid,3,0,16,180953,2171436,142003,1,3,4,15,48,8,3,1,52.5,High,0.1628,No
MNC10201,Capgemini,Cloud & DevOps,L2,Cloud Engineer,Noida,Male,48,Bachelor's,Full-Time,Hybrid,9,1,11,247364,2968368,597457,1,1,2,29,81,7,1,1,31.0,Medium,0.1673,No
MNC10202,Tech Mahindra,Cybersecurity,L4,Technical Lead,Hyderabad,Male,27,Master's,Full-Time,Hybrid,5,8,11,266770,3201240,260529,3,2,1,33,64,10,2,5,48.7,High,0.109,No
MNC10203,Capgemini,Testing/QA,L2,Business Analyst,Gurugram,Male,24,Bachelor's,Full-Time,Hybrid,15,6,0,256024,3072288,443855,3,4,4,0,82,6,3,3,22.7,High,0.0036,No
MNC10204,TCS,Testing/QA,L4,Technical Lead,Pune,Female,21,Bachelor's,Full-Time,Hybrid,6,6,12,210775,2529300,253608,5,2,3,23,53,9,2,3,8.4,High,0.0159,No
MNC10205,Accenture,Cybersecurity,L2,Data Scientist,Noida,Female,21,Master's,Full-Time,Hybrid,8,5,13,121288,1455456,525332,5,2,5,23,60,9,0,4,3.4,Low,0.0119,No
MNC10206,Cognizant,Product Management,L2,Data Scientist,Gurugram,Female,40,Master's,Full-Time,Hybrid,9,2,23,279836,3358032,177763,2,1,1,8,7,1,0,3,17.6,Low,0.1225,No
MNC10207,Tech Mahindra,IT Support,L2,DevOps Engineer,Mumbai,Male,39,Bachelor's,Full-Time,Onsite,6,2,1,44390,532680,231807,2,3,4,21,2,1,0,4,15.4,Low,0.1207,No
MNC10208,Accenture,Data & AI,L2,Software Developer,Mumbai,Female,49,Master's,Full-Time,Remote,5,1,11,248547,2982564,24363,1,5,1,11,24,1,0,5,34.1,Low,0.0541,No
MNC10209,HCLTech,Testing/QA,L3,Cloud Engineer,Noida,Female,30,Master's,Full-Time,Onsite,0,5,20,57307,687684,308838,3,1,3,16,68,8,1,3,2.3,Medium,0.0184,No
MNC10210,Cognizant,Cloud & DevOps,L2,Project Manager,Mumbai,Female,38,Master's,Full-Time,Hybrid,1,3,15,257436,3089232,394798,1,5,2,24,54,10,0,5,31.7,Low,0.0483,Yes
MNC10211,Capgemini,Data & AI,L2,Business Analyst,Chennai,Female,48,Bachelor's,Contract,Hybrid,0,4,3,255121,3061452,336473,1,2,4,27,39,7,3,3,24.1,High,0.1562,No
MNC10212,Capgemini,Cloud & DevOps,L4,Business Analyst,Bengaluru,Female,55,Bachelor's,Full-Time,Hybrid,8,2,7,281063,3372756,1620,3,5,1,60,82,3,0,3,35.1,Low,0.1277,No
MNC10213,Cognizant,Product Management,L2,DevOps Engineer,Hyderabad,Male,51,Bachelor's,Full-Time,Onsite,9,5,1,54502,654024,324368,2,3,1,14,81,2,2,5,42.4,High,0.0232,No
MNC10214,Capgemini,Software Engineering,L3,Data Scientist,Bengaluru,Male,47,Bachelor's,Full-Time,Hybrid,9,2,9,52486,629832,449871,3,1,1,29,49,4,3,1,38.4,High,0.1845,Yes
MNC10215,Wipro,Data & AI,L4,DevOps Engineer,Gurugram,Male,31,Master's,Full-Time,Remote,8,7,8,199330,2391960,95419,4,3,2,50,94,3,2,1,59.1,High,0.1852,Yes
MNC10216,Cognizant,Testing/QA,L3,QA Engineer,Hyderabad,Male,25,Bachelor's,Full-Time,Hybrid,6,8,22,218788,2625456,496712,4,3,1,26,32,7,2,1,9.2,High,0.0475,No
MNC10217,Accenture,Data & AI,L1,Cloud Engineer,Kochi,Female,28,Master's,Full-Time,Hybrid,15,3,14,258300,3099600,180324,4,1,5,21,17,10,1,1,26.4,Medium,0.1771,No
MNC10218,Cognizant,Data & AI,L4,Software Developer,Hyderabad,Female,54,Bachelor's,Full-Time,Hybrid,12,8,12,133920,1607040,317953,5,3,5,9,56,8,1,3,26.1,Medium,0.0106,No
MNC10219,Tech Mahindra,Data & AI,L3,IT Support Engineer,Bengaluru,Male,32,Bachelor's,Full-Time,Onsite,1,6,22,242566,2910792,546547,2,4,1,60,15,6,2,2,25.6,High,0.5227,Yes
MNC10220,Capgemini,IT Support,L2,Cybersecurity Analyst,Noida,Male,21,Master's,Full-Time,Hybrid,5,2,16,92785,1113420,20655,2,4,5,57,79,3,2,5,40.2,High,0.1439,Yes
MNC10221,Wipro,Data & AI,L1,Cybersecurity Analyst,Hyderabad,Female,51,Bachelor's,Full-Time,Hybrid,10,6,15,106050,1272600,450400,5,4,4,30,37,6,0,2,29.9,Low,0.0661,No
MNC10222,Wipro,Cloud & DevOps,L4,DevOps Engineer,Kochi,Male,24,Bachelor's,Full-Time,Hybrid,3,0,1,52738,632856,21602,1,5,5,26,40,2,3,2,31.5,High,0.0873,No
MNC10223,HCLTech,Software Engineering,L3,QA Engineer,Kochi,Male,25,Master's,Full-Time,Hybrid,0,2,19,104231,1250772,342962,4,3,1,11,6,7,0,4,26.5,Low,0.0499,No
MNC10224,Accenture,Product Management,L3,Cloud Engineer,Kochi,Male,50,Bachelor's,Full-Time,Onsite,0,5,19,103606,1243272,525825,4,1,3,45,77,10,1,1,59.5,Medium,0.3549,No
MNC10225,Infosys,Cybersecurity,L4,Project Manager,Bengaluru,Male,44,Master's,Full-Time,Hybrid,11,3,13,333806,4005672,410354,1,1,4,30,52,7,1,3,55.7,Medium,0.4206,Yes
MNC10226,Infosys,Data & AI,L3,Cybersecurity Analyst,Hyderabad,Male,23,Master's,Full-Time,Onsite,4,6,2,257369,3088428,171236,3,5,2,31,62,4,0,1,19.2,Low,0.0418,No
MNC10227,Cognizant,Testing/QA,L1,Cloud Engineer,Pune,Male,31,Bachelor's,Full-Time,Hybrid,11,2,22,307267,3687204,89743,3,1,1,31,88,8,3,1,7.6,High,0.0353,No
MNC10228,HCLTech,Data & AI,L2,Software Developer,Noida,Male,24,Master's,Full-Time,Hybrid,1,0,11,186688,2240256,447875,2,4,2,40,31,4,2,2,50.5,High,0.3504,Yes
MNC10229,TCS,Testing/QA,L2,Technical Lead,Chennai,Female,46,Bachelor's,Full-Time,Hybrid,3,8,7,303326,3639912,86155,5,3,3,58,37,7,0,4,59.8,Low,0.4398,No
MNC10230,Cognizant,Cloud & DevOps,L3,QA Engineer,Hyderabad,Male,47,Bachelor's,Full-Time,Remote,0,5,1,192403,2308836,89846,2,1,2,44,21,4,1,1,18.3,Medium,0.5014,Yes
MNC10231,HCLTech,Testing/QA,L1,Data Scientist,Kochi,Female,47,Bachelor's,Full-Time,Hybrid,3,7,3,207170,2486040,292706,3,1,1,34,15,5,3,5,22.1,High,0.1898,No
MNC10232,Accenture,Cybersecurity,L3,Cloud Engineer,Pune,Male,26,Bachelor's,Full-Time,Onsite,10,2,13,56128,673536,239647,1,2,1,52,51,7,1,5,56.6,Medium,0.571,Yes
MNC10233,Accenture,Software Engineering,L3,Software Developer,Chennai,Male,35,Master's,Full-Time,Remote,5,7,15,61556,738672,330825,2,2,3,60,28,10,3,1,43.0,High,0.7379,Yes
MNC10234,Accenture,Testing/QA,L4,Project Manager,Chennai,Female,50,Bachelor's,Full-Time,Hybrid,9,1,18,288470,3461640,289962,4,2,1,45,15,3,3,2,18.4,High,0.2165,No
MNC10235,Accenture,Testing/QA,L2,IT Support Engineer,Gurugram,Male,55,Bachelor's,Contract,Onsite,3,3,1,182948,2195376,319849,4,3,3,20,75,10,3,2,35.3,High,0.023,No
MNC10236,Accenture,Software Engineering,L4,Data Scientist,Hyderabad,Male,43,Bachelor's,Full-Time,Hybrid,0,2,11,170021,2040252,544392,1,4,3,9,16,5,0,3,56.7,Low,0.2107,No
MNC10237,HCLTech,Cybersecurity,L1,IT Support Engineer,Bengaluru,Female,26,Master's,Full-Time,Hybrid,6,0,13,81962,983544,386480,3,4,1,15,100,3,0,4,48.9,Low,0.0159,No
MNC10238,HCLTech,Data & AI,L4,Project Manager,Hyderabad,Female,24,Bachelor's,Contract,Hybrid,13,6,5,120054,1440648,424632,4,4,5,6,63,5,0,2,44.8,Low,0.023,No
MNC10239,Wipro,Testing/QA,L1,Software Developer,Pune,Male,38,Bachelor's,Full-Time,Hybrid,1,1,12,232278,2787336,173084,4,3,3,3,90,3,3,3,44.5,High,0.0073,No
MNC10240,Tech Mahindra,Software Engineering,L2,Cybersecurity Analyst,Chennai,Male,29,Master's,Full-Time,Hybrid,8,3,3,54099,649188,524156,5,3,1,26,88,10,3,5,11.5,High,0.0037,No
MNC10241,Infosys,Cloud & DevOps,L4,IT Support Engineer,Hyderabad,Female,49,Bachelor's,Full-Time,Hybrid,12,8,21,265943,3191316,461261,2,2,5,51,12,7,1,5,49.7,Medium,0.667,Yes
MNC10242,Capgemini,Software Engineering,L1,Data Scientist,Bengaluru,Male,33,Bachelor's,Full-Time,Remote,2,5,17,213683,2564196,310414,3,1,3,54,71,1,2,5,17.3,High,0.1419,No
MNC10243,Accenture,Cloud & DevOps,L2,DevOps Engineer,Gurugram,Female,37,Bachelor's,Full-Time,Hybrid,7,7,11,199957,2399484,203141,2,5,5,24,55,9,0,1,55.9,Low,0.1534,No
MNC10244,TCS,Cybersecurity,L3,Business Analyst,Hyderabad,Female,52,Bachelor's,Full-Time,Remote,12,1,19,345288,4143456,443049,3,5,4,30,4,9,3,4,22.5,High,0.069,No
MNC10245,Capgemini,Data & AI,L3,Cloud Engineer,Noida,Other,42,Master's,Full-Time,Hybrid,7,6,21,226292,2715504,194716,4,1,4,10,11,5,1,3,51.6,Medium,0.1811,No
MNC10246,HCLTech,Software Engineering,L3,Cybersecurity Analyst,Gurugram,Male,24,Bachelor's,Contract,Hybrid,2,5,20,37837,454044,331612,5,2,5,47,40,9,1,4,16.7,Medium,0.1062,No
MNC10247,TCS,Product Management,L3,IT Support Engineer,Bengaluru,Female,25,Bachelor's,Full-Time,Hybrid,3,8,18,210427,2525124,190545,2,1,3,19,2,10,1,1,31.4,Medium,0.3927,Yes
MNC10248,TCS,Product Management,L3,Technical Lead,Pune,Male,33,Bachelor's,Full-Time,Hybrid,1,6,7,208371,2500452,431544,4,1,1,35,98,6,0,3,7.3,Low,0.0232,No
MNC10249,TCS,IT Support,L2,Cloud Engineer,Chennai,Male,54,Master's,Full-Time,Hybrid,3,0,6,278003,3336036,430000,3,5,2,53,32,5,0,3,39.9,Low,0.2914,No
MNC10250,Wipro,Testing/QA,L2,DevOps Engineer,Hyderabad,Male,42,Master's,Full-Time,Hybrid,10,7,15,132413,1588956,23723,2,2,1,53,85,3,2,2,50.3,High,0.359,Yes
MNC10251,HCLTech,Cybersecurity,L1,Project Manager,Bengaluru,Female,43,Bachelor's,Full-Time,Hybrid,10,2,18,81012,972144,524362,2,3,2,54,49,8,1,4,43.4,Medium,0.4095,No
MNC10252,TCS,Software Engineering,L4,Business Analyst,Gurugram,Male,23,Master's,Full-Time,Remote,10,1,5,160193,1922316,288642,4,5,2,16,55,4,0,4,31.9,Low,0.0133,No
MNC10253,Accenture,Product Management,L3,Software Developer,Noida,Male,54,Master's,Full-Time,Hybrid,15,2,19,248168,2978016,413757,2,3,3,44,8,10,1,2,3.7,Medium,0.2611,Yes
MNC10254,Cognizant,Testing/QA,L2,DevOps Engineer,Bengaluru,Male,52,Master's,Full-Time,Hybrid,13,5,20,178178,2138136,570217,5,2,5,10,81,3,3,5,56.1,High,0.0127,No
MNC10255,TCS,Product Management,L2,DevOps Engineer,Mumbai,Female,41,Master's,Full-Time,Onsite,8,2,10,88123,1057476,123199,5,1,1,29,49,6,1,1,42.6,Medium,0.142,No
MNC10256,Wipro,Software Engineering,L5,Project Manager,Kochi,Female,41,Bachelor's,Full-Time,Hybrid,1,4,4,141825,1701900,231525,4,4,5,34,28,8,2,4,45.0,High,0.1067,No
MNC10257,Capgemini,Cloud & DevOps,L1,QA Engineer,Noida,Female,31,Bachelor's,Full-Time,Hybrid,11,5,15,38720,464640,288172,3,4,4,40,38,9,0,2,47.9,Low,0.3114,No
MNC10258,HCLTech,Software Engineering,L3,Project Manager,Gurugram,Male,24,Bachelor's,Full-Time,Hybrid,11,7,6,198733,2384796,29545,4,2,3,37,90,6,3,3,45.1,High,0.0592,Yes
MNC10259,Tech Mahindra,IT Support,L2,QA Engineer,Pune,Male,21,Bachelor's,Full-Time,Hybrid,12,6,4,276103,3313236,31673,5,4,3,21,99,5,0,2,27.0,Low,0.0073,No
MNC10260,Wipro,Software Engineering,L3,QA Engineer,Chennai,Female,48,PhD,Full-Time,Remote,15,7,10,254970,3059640,424190,1,3,4,52,44,2,3,5,44.3,High,0.3942,No
MNC10261,TCS,Software Engineering,L1,Cybersecurity Analyst,Gurugram,Male,44,Bachelor's,Contract,Onsite,2,2,14,254866,3058392,452115,1,4,1,42,16,2,1,1,37.9,Medium,0.5785,Yes
MNC10262,HCLTech,IT Support,L4,Cybersecurity Analyst,Kochi,Male,55,Bachelor's,Full-Time,Hybrid,14,3,2,180862,2170344,416313,2,2,4,47,55,9,1,5,51.4,Medium,0.3496,No
MNC10263,Cognizant,Cybersecurity,L4,Data Scientist,Pune,Female,33,Master's,Full-Time,Hybrid,10,5,4,88655,1063860,355288,2,2,1,50,97,2,2,3,48.3,High,0.2151,No
MNC10264,TCS,Software Engineering,L3,IT Support Engineer,Hyderabad,Other,54,Bachelor's,Full-Time,Hybrid,10,6,22,220715,2648580,326968,1,3,2,26,45,2,2,3,3.4,High,0.0554,No
